CustomerID,Name,Age,Gender,SubscriptionType,SubscriptionDate,LastLoginDate,TotalSessions,FeedbackScore,IsChurned
3877,Arjun Das_3877,42,Female,Basic,04-02-2026,17-03-2026,30,3,1
3878,Rahul Singh_3878,48,Female,Premium,02-07-2024,09-02-2026,290,4,0
3879,Nitin Desai_3879,58,Female,Premium,16-09-2025,02-04-2026,437,4,0
3880,Rahul Singh_3880,35,Female,Premium,22-09-2025,31-01-2026,336,3,1
3881,Pari Kulkarni_3881,29,Other,Standard,18-09-2023,12-03-2026,415,3,1
3882,Nisha Chatterjee_3882,53,Female,Premium,30-08-2023,26-03-2026,326,3,1
3883,Saanvi Naidu_3883,54,Female,Premium,28-04-2025,24-02-2026,463,3,1
3884,Alok Pandya_3884,41,Female,Basic,13-04-2026,30-03-2026,404,2,1
3885,Suresh Ghosh_3885,29,Male,Basic,03-01-2026,27-01-2026,340,3,1
3886,Aarav Gupta_3886,18,Female,Standard,22-08-2025,03-02-2026,476,4,1
3887,Arjun Nair_3887,64,Male,Premium,18-10-2023,28-02-2026,312,1,0
3888,Saanvi Mehta_3888,26,Male,Standard,25-10-2023,06-04-2026,205,2,1
3889,Vivaan Gupta_3889,55,Female,Basic,04-09-2024,11-04-2026,352,5,1
3890,Rahul Pillai_3890,49,Male,Premium,28-01-2024,15-02-2026,9,2,1
3891,Vikas Naidu_3891,50,Male,Standard,14-04-2026,14-04-2026,287,2,1
3892,Anika Nair_3892,35,Other,Premium,25-03-2025,24-03-2026,40,5,0
3893,Sai Chauhan_3893,55,Other,Standard,30-10-2023,29-03-2026,402,4,0
3894,Priya Pillai_3894,64,Female,Standard,07-01-2026,27-03-2026,187,2,1
3895,Nitin Gupta_3895,32,Other,Basic,09-12-2023,09-03-2026,391,4,0
3896,Krishna Shetty_3896,32,Other,Premium,28-02-2026,29-01-2026,472,3,0
3897,Ira Kumar_3897,60,Other,Standard,14-09-2025,05-03-2026,396,5,1
3898,Vivaan Ghosh_3898,25,Female,Standard,01-02-2024,25-04-2026,321,3,1
3899,Aanya Shetty_3899,63,Other,Basic,18-12-2023,10-03-2026,23,5,0
3900,Nisha Bansal_3900,46,Other,Premium,11-01-2026,17-02-2026,135,3,1
3901,Shaurya Yadav_3901,18,Other,Premium,03-02-2024,29-03-2026,61,2,0
3902,Vivaan Kapoor_3902,38,Other,Basic,14-06-2025,28-04-2026,110,1,1
3903,Aarav Das_3903,59,Other,Premium,28-11-2023,17-03-2026,275,5,1
3904,Karan Menon_3904,31,Other,Premium,01-06-2025,18-04-2026,24,2,1
3905,Rahul Ghosh_3905,60,Female,Basic,13-03-2026,07-02-2026,370,4,1
3906,Sai Verma_3906,61,Female,Premium,25-09-2024,02-03-2026,395,1,1
3907,Aditya Joshi_3907,57,Other,Basic,21-12-2024,30-03-2026,134,5,0
3908,Shaurya Pandya_3908,29,Other,Basic,13-12-2023,29-01-2026,9,2,0
3909,Aadhya Nair_3909,56,Other,Premium,07-10-2025,20-04-2026,451,4,1
3910,Diya Chatterjee_3910,42,Male,Premium,04-03-2024,12-02-2026,355,3,0
3911,Neha Jain_3911,64,Other,Basic,11-12-2023,03-04-2026,188,2,1
3912,Saanvi Mehta_3912,39,Female,Standard,21-09-2025,26-02-2026,414,1,0
3913,Riya Trivedi_3913,48,Male,Basic,13-03-2026,08-02-2026,205,5,0
3914,Anika Sharma_3914,21,Female,Standard,28-02-2026,27-04-2026,270,5,1
3915,Suresh Mehta_3915,65,Other,Premium,10-04-2024,22-03-2026,465,5,0
3916,Rahul Das_3916,24,Other,Basic,18-05-2025,23-04-2026,344,3,0
3917,Diya Gupta_3917,41,Other,Basic,02-01-2026,03-02-2026,145,4,0
3918,Ankit Shah_3918,48,Other,Premium,07-01-2026,09-03-2026,402,3,1
3919,Krishna Mehta_3919,32,Other,Basic,07-11-2023,21-04-2026,76,5,0
3920,Anaya Joshi_3920,49,Female,Standard,09-04-2024,18-01-2026,369,2,1
3921,Anaya Kapoor_3921,39,Other,Premium,21-06-2024,21-04-2026,397,4,0
3922,Sneha Jain_3922,28,Other,Standard,16-08-2023,02-04-2026,227,1,0
3923,Krishna Ghosh_3923,57,Female,Basic,25-07-2024,04-04-2026,311,4,0
3924,Ishaan Chatterjee_3924,19,Female,Basic,22-09-2023,12-03-2026,167,3,1
3925,Shaurya Pandya_3925,33,Male,Standard,08-09-2025,24-01-2026,217,3,0
3926,Shaurya Chatterjee_3926,48,Other,Standard,30-10-2024,27-01-2026,287,1,0
3927,Kavya Patel_3927,52,Male,Standard,25-06-2024,21-03-2026,494,1,0
3928,Aanya Patel_3928,22,Male,Standard,22-08-2024,28-04-2026,143,4,1
3929,Rahul Bansal_3929,33,Other,Standard,30-01-2025,28-01-2026,335,2,1
3930,Nitin Kumar_3930,26,Other,Premium,20-05-2024,10-03-2026,180,2,1
3931,Sneha Chatterjee_3931,57,Other,Basic,16-07-2024,06-03-2026,271,1,0
3932,Krishna Iyer_3932,61,Male,Premium,02-01-2026,08-04-2026,208,3,1
3933,Pari Agarwal_3933,57,Male,Premium,08-06-2025,27-01-2026,242,1,0
3934,Riya Desai_3934,31,Female,Premium,19-04-2024,19-04-2026,473,1,0
3935,Arjun Gupta_3935,45,Female,Basic,10-10-2025,07-04-2026,456,3,0
3936,Ishaan Mishra_3936,66,Female,Basic,08-08-2023,18-04-2026,168,4,1
3937,Meera Singh_3937,38,Female,Standard,14-01-2026,17-03-2026,368,3,0
3938,Arjun Mishra_3938,27,Male,Premium,31-08-2025,14-02-2026,430,4,1
3939,Nisha Sharma_3939,61,Other,Standard,26-10-2023,03-02-2026,33,2,0
3940,Vihaan Shetty_3940,54,Female,Basic,30-04-2024,07-04-2026,123,3,1
3941,Simran Shah_3941,51,Other,Premium,29-04-2025,02-02-2026,382,2,0
3942,Simran Nair_3942,65,Other,Premium,14-11-2023,03-03-2026,140,4,0
3943,Pari Shah_3943,18,Male,Premium,04-10-2024,19-03-2026,358,3,0
3944,Aditya Agarwal_3944,67,Female,Standard,28-05-2024,26-03-2026,328,1,0
3945,Simran Yadav_3945,23,Other,Basic,13-06-2025,24-01-2026,417,2,0
3946,Diya Ghosh_3946,46,Male,Basic,17-07-2024,23-03-2026,435,5,1
3947,Rohan Reddy_3947,22,Female,Premium,07-03-2024,14-04-2026,107,3,0
3948,Kavya Reddy_3948,54,Female,Basic,11-09-2023,03-02-2026,418,4,0
3949,Aditya Kapoor_3949,36,Female,Standard,18-11-2023,06-03-2026,250,3,0
3950,Neha Mishra_3950,55,Female,Basic,27-01-2026,20-01-2026,247,1,1
3951,Rohan Shah_3951,59,Other,Basic,02-05-2024,10-04-2026,323,2,0
3952,Myra Singh_3952,45,Male,Standard,20-08-2024,16-04-2026,172,3,1
3953,Suresh Reddy_3953,53,Male,Premium,19-08-2025,11-02-2026,142,2,0
3954,Nisha Menon_3954,44,Other,Basic,15-09-2024,28-03-2026,483,5,0
3955,Ira Singh_3955,29,Female,Standard,10-11-2025,13-02-2026,253,1,0
3956,Meera Ghosh_3956,68,Female,Premium,08-07-2024,02-04-2026,162,4,0
3957,Vikas Menon_3957,60,Female,Basic,22-11-2025,05-02-2026,305,2,0
3958,Amit Jain_3958,54,Other,Premium,19-07-2024,27-03-2026,42,1,0
3959,Amit Mehta_3959,33,Other,Premium,28-12-2025,29-01-2026,219,4,1
3960,Anaya Kulkarni_3960,19,Other,Standard,05-10-2023,24-01-2026,459,1,0
3961,Nitin Sharma_3961,21,Female,Standard,22-04-2025,23-03-2026,466,4,0
3962,Aanya Kapoor_3962,24,Other,Standard,12-08-2024,19-03-2026,200,3,1
3963,Diya Jain_3963,35,Other,Premium,18-02-2026,27-03-2026,243,5,0
3964,Rohan Reddy_3964,55,Other,Basic,19-04-2025,01-02-2026,104,3,0
3965,Sai Naidu_3965,32,Male,Premium,28-10-2025,10-02-2026,148,1,1
3966,Simran Joshi_3966,23,Female,Standard,20-06-2025,24-03-2026,370,4,0
3967,Saanvi Pillai_3967,29,Female,Basic,13-07-2025,30-01-2026,101,2,0
3968,Kavya Shetty_3968,64,Female,Premium,08-08-2024,20-01-2026,282,2,0
3969,Priya Jain_3969,59,Female,Standard,06-04-2024,04-03-2026,315,2,1
3970,Kavya Mehta_3970,46,Other,Basic,02-05-2025,23-01-2026,84,2,1
3971,Pooja Joshi_3971,67,Other,Basic,30-07-2024,15-04-2026,217,2,1
3972,Ishaan Shah_3972,56,Other,Standard,16-02-2026,13-03-2026,495,2,1
3973,Reyansh Reddy_3973,63,Other,Standard,15-07-2024,28-04-2026,235,4,1
3974,Vivaan Verma_3974,45,Other,Standard,16-03-2024,01-03-2026,387,3,1
3975,Ira Joshi_3975,20,Male,Premium,14-05-2025,10-04-2026,302,2,1
3976,Pari Yadav_3976,54,Male,Basic,05-11-2024,09-04-2026,275,5,0
3977,Sai Trivedi_3977,45,Other,Basic,13-02-2024,24-02-2026,482,5,0
3978,Simran Desai_3978,33,Male,Standard,17-04-2025,25-01-2026,360,3,0
3979,Suresh Trivedi_3979,18,Other,Premium,05-12-2025,16-03-2026,249,1,0
3980,Aarav Menon_3980,30,Male,Premium,27-01-2025,12-03-2026,151,4,0
3981,Alok Gupta_3981,19,Other,Basic,17-03-2026,16-03-2026,453,2,1
3982,Amit Pillai_3982,48,Other,Premium,24-03-2025,18-03-2026,262,1,1
3983,Vikas Kapoor_3983,18,Male,Premium,28-07-2024,19-02-2026,142,5,1
3984,Saanvi Ghosh_3984,67,Male,Basic,22-04-2024,21-04-2026,461,3,1
3985,Neha Verma_3985,50,Male,Standard,19-03-2024,26-01-2026,138,1,1
3986,Aanya Joshi_3986,60,Other,Standard,20-01-2026,19-01-2026,65,4,1
3987,Sneha Chatterjee_3987,35,Male,Standard,06-11-2024,06-03-2026,298,5,0
3988,Aarav Bansal_3988,26,Female,Basic,07-12-2024,08-02-2026,457,3,0
3989,Mahesh Jain_3989,47,Male,Basic,21-07-2024,17-04-2026,31,2,1
3990,Nitin Nair_3990,33,Male,Premium,31-01-2026,19-02-2026,235,1,0
3991,Amit Das_3991,53,Female,Basic,23-09-2025,06-04-2026,137,1,1
3992,Aanya Kulkarni_3992,45,Male,Standard,03-01-2025,29-01-2026,47,1,0
3993,Nisha Kumar_3993,44,Male,Premium,25-11-2023,27-01-2026,358,2,0
3994,Ira Joshi_3994,25,Female,Premium,20-12-2023,17-02-2026,250,3,1
3995,Nitin Pillai_3995,56,Female,Standard,24-02-2024,18-04-2026,310,4,0
3996,Pari Trivedi_3996,66,Other,Basic,16-04-2026,15-03-2026,111,1,0
3997,Riya Gupta_3997,26,Male,Standard,28-12-2023,31-01-2026,346,5,1
3998,Vivaan Reddy_3998,57,Male,Basic,12-09-2025,08-02-2026,85,1,1
3999,Krishna Kumar_3999,26,Female,Basic,11-05-2024,05-02-2026,72,3,0
4000,Kavya Kapoor_4000,27,Female,Premium,16-12-2025,20-01-2026,172,5,0
4001,Myra Pandya_4001,41,Male,Basic,04-02-2026,16-03-2026,315,2,0
4002,Amit Bansal_4002,22,Female,Basic,17-05-2025,05-02-2026,465,3,0
4003,Myra Reddy_4003,30,Male,Premium,21-10-2024,24-01-2026,74,1,1
4004,Simran Verma_4004,29,Male,Basic,19-03-2024,03-03-2026,86,3,0
4005,Meera Kulkarni_4005,50,Other,Standard,23-03-2025,30-01-2026,222,3,1
4006,Aditya Pandya_4006,57,Male,Premium,08-06-2025,22-01-2026,243,1,0
4007,Ishaan Patel_4007,62,Female,Premium,24-09-2025,12-04-2026,111,2,1
4008,Diya Pillai_4008,43,Male,Premium,28-04-2025,09-03-2026,212,4,1
4009,Aanya Gupta_4009,57,Other,Premium,22-11-2025,07-03-2026,353,5,1
4010,Meera Gupta_4010,44,Female,Standard,20-01-2025,20-01-2026,251,5,1
4011,Suresh Jain_4011,24,Other,Premium,08-02-2026,13-02-2026,380,1,1
4012,Ira Joshi_4012,60,Other,Premium,03-06-2024,18-02-2026,182,5,0
4013,Alok Gupta_4013,43,Male,Basic,20-10-2023,27-02-2026,15,5,0
4014,Myra Naidu_4014,59,Female,Basic,23-01-2026,02-04-2026,291,1,1
4015,Aadhya Das_4015,18,Male,Basic,22-07-2025,23-03-2026,171,3,0
4016,Suresh Das_4016,22,Male,Standard,09-04-2026,15-02-2026,276,4,1
4017,Aditya Gupta_4017,47,Male,Standard,29-10-2024,22-02-2026,296,2,0
4018,Priya Kapoor_4018,25,Female,Premium,01-05-2024,28-02-2026,471,5,1
4019,Mahesh Shetty_4019,30,Male,Basic,02-10-2025,02-02-2026,451,2,1
4020,Aanya Pillai_4020,53,Other,Standard,16-03-2025,26-01-2026,136,4,1
4021,Anika Das_4021,61,Other,Basic,23-09-2025,01-02-2026,168,1,1
4022,Amit Naidu_4022,31,Other,Standard,08-08-2024,23-02-2026,468,2,1
4023,Nitin Chauhan_4023,43,Other,Standard,04-03-2026,30-03-2026,242,1,1
4024,Sai Verma_4024,32,Female,Premium,25-03-2026,11-04-2026,166,2,0
4025,Aditya Verma_4025,39,Female,Premium,11-05-2025,31-01-2026,167,4,0
4026,Ishaan Desai_4026,55,Other,Premium,28-01-2024,24-01-2026,419,1,1
4027,Aarav Singh_4027,68,Other,Basic,10-01-2025,24-02-2026,408,4,0
4028,Priya Patel_4028,23,Female,Premium,21-08-2023,11-02-2026,177,2,0
4029,Rohan Menon_4029,26,Other,Basic,28-01-2026,14-02-2026,302,2,0
4030,Aadhya Shetty_4030,67,Female,Standard,26-01-2026,22-01-2026,133,5,0
4031,Aditya Iyer_4031,30,Female,Basic,18-09-2023,16-02-2026,381,4,1
4032,Aanya Ghosh_4032,68,Male,Premium,12-02-2025,18-04-2026,499,2,0
4033,Shaurya Patel_4033,54,Female,Basic,22-10-2024,09-02-2026,224,1,0
4034,Mahesh Mishra_4034,68,Male,Basic,02-10-2024,25-01-2026,437,4,1
4035,Rohan Pillai_4035,23,Other,Premium,24-09-2023,20-02-2026,402,3,1
4036,Priya Sharma_4036,64,Male,Standard,06-08-2023,23-04-2026,267,5,1
4037,Simran Joshi_4037,21,Male,Standard,25-12-2024,24-03-2026,380,1,1
4038,Nisha Patel_4038,66,Male,Premium,14-11-2023,18-04-2026,59,4,0
4039,Priya Pillai_4039,62,Other,Standard,11-09-2024,22-03-2026,29,5,0
4040,Shaurya Kumar_4040,31,Female,Standard,18-04-2024,27-02-2026,358,5,1
4041,Arjun Shetty_4041,66,Other,Premium,12-06-2025,15-04-2026,136,5,0
4042,Aditya Kumar_4042,49,Male,Standard,31-08-2024,01-02-2026,119,3,0
4043,Priya Ghosh_4043,22,Male,Standard,09-09-2024,06-02-2026,231,4,1
4044,Pari Yadav_4044,27,Male,Standard,25-11-2025,12-04-2026,466,1,1
4045,Vihaan Kumar_4045,64,Female,Basic,05-03-2026,23-04-2026,370,1,0
4046,Sai Nair_4046,37,Female,Premium,10-12-2023,28-01-2026,314,5,0
4047,Aditya Ghosh_4047,32,Other,Basic,10-01-2024,04-03-2026,242,4,1
4048,Deepak Kulkarni_4048,39,Female,Basic,14-08-2024,22-04-2026,253,3,1
4049,Mahesh Ghosh_4049,60,Other,Standard,24-12-2023,31-03-2026,382,2,1
4050,Ishaan Iyer_4050,44,Female,Premium,03-09-2025,24-01-2026,250,5,0
4051,Nisha Desai_4051,56,Female,Premium,09-11-2023,29-03-2026,6,4,1
4052,Rohan Agarwal_4052,23,Male,Basic,03-05-2025,22-03-2026,452,1,1
4053,Ankit Reddy_4053,21,Other,Premium,01-09-2023,08-03-2026,240,2,1
4054,Saanvi Pillai_4054,63,Male,Standard,29-05-2025,31-01-2026,310,2,1
4055,Aarav Nair_4055,26,Female,Standard,13-08-2025,18-04-2026,92,5,0
4056,Arjun Agarwal_4056,28,Other,Basic,25-09-2024,02-04-2026,1,5,0
4057,Ishaan Verma_4057,26,Female,Basic,13-06-2025,03-04-2026,46,3,1
4058,Vihaan Shah_4058,55,Male,Standard,20-01-2024,15-04-2026,24,1,1
4059,Suresh Naidu_4059,33,Other,Standard,22-08-2025,21-03-2026,112,5,1
4060,Suresh Nair_4060,33,Other,Basic,22-09-2024,09-04-2026,290,1,1
4061,Vivaan Sharma_4061,24,Other,Basic,04-12-2025,13-04-2026,327,5,0
4062,Suresh Verma_4062,35,Male,Standard,16-10-2023,10-04-2026,321,1,1
4063,Aadhya Ghosh_4063,66,Female,Premium,29-09-2023,09-02-2026,403,2,1
4064,Anaya Verma_4064,18,Female,Standard,28-02-2024,10-03-2026,216,1,1
4065,Ira Sharma_4065,37,Male,Premium,03-12-2024,10-04-2026,236,2,0
4066,Alok Iyer_4066,48,Female,Basic,30-11-2025,24-04-2026,416,3,0
4067,Ishaan Shah_4067,28,Female,Standard,09-06-2025,31-01-2026,107,1,0
4068,Ishaan Joshi_4068,34,Other,Premium,09-02-2025,24-03-2026,124,1,0
4069,Kavya Pillai_4069,49,Other,Basic,08-09-2025,02-03-2026,91,1,0
4070,Aadhya Ghosh_4070,26,Other,Premium,18-06-2025,07-04-2026,244,1,1
4071,Vihaan Shetty_4071,45,Male,Standard,22-02-2026,01-04-2026,228,3,1
4072,Arjun Pandya_4072,19,Male,Standard,27-05-2025,24-01-2026,416,2,1
4073,Anika Shetty_4073,40,Male,Basic,09-03-2026,20-02-2026,198,3,0
4074,Ankit Agarwal_4074,26,Other,Standard,19-01-2024,24-03-2026,96,1,0
4075,Anika Verma_4075,30,Male,Basic,21-07-2024,02-03-2026,26,5,0
4076,Suresh Nair_4076,65,Female,Standard,30-09-2024,19-04-2026,99,2,1
4077,Anaya Kulkarni_4077,44,Male,Basic,27-04-2025,23-03-2026,462,2,1
4078,Sneha Patel_4078,21,Female,Premium,14-12-2024,02-04-2026,403,4,0
4079,Amit Kulkarni_4079,50,Male,Standard,15-05-2025,16-04-2026,160,3,1
4080,Aanya Mishra_4080,56,Other,Basic,20-07-2025,03-02-2026,27,2,1
4081,Aarav Mehta_4081,52,Male,Standard,18-10-2025,15-03-2026,96,5,0
4082,Aanya Mehta_4082,37,Other,Basic,19-11-2024,08-02-2026,15,1,0
4083,Kavya Naidu_4083,34,Other,Basic,16-11-2025,25-04-2026,424,2,1
4084,Vihaan Naidu_4084,21,Other,Premium,18-05-2024,02-03-2026,359,2,0
4085,Priya Mehta_4085,19,Female,Standard,01-08-2024,07-04-2026,36,3,1
4086,Mahesh Kulkarni_4086,39,Female,Basic,08-10-2025,20-01-2026,120,5,1
4087,Aarav Mishra_4087,29,Male,Standard,16-05-2024,13-02-2026,275,4,0
4088,Deepak Reddy_4088,34,Male,Premium,22-03-2024,14-02-2026,357,5,1
4089,Meera Kapoor_4089,45,Other,Standard,14-11-2024,13-02-2026,232,1,1
4090,Saanvi Ghosh_4090,22,Female,Basic,19-11-2023,25-02-2026,316,3,1
4091,Krishna Singh_4091,55,Other,Premium,26-10-2025,26-01-2026,27,1,0
4092,Aadhya Shah_4092,64,Female,Standard,01-06-2025,22-04-2026,460,3,1
4093,Rohan Desai_4093,53,Male,Basic,13-06-2024,10-02-2026,195,5,1
4094,Rahul Reddy_4094,38,Female,Standard,16-07-2024,23-04-2026,154,2,0
4095,Reyansh Yadav_4095,25,Male,Standard,29-03-2024,30-03-2026,138,1,1
4096,Simran Menon_4096,36,Female,Standard,26-03-2025,14-03-2026,276,2,0
4097,Alok Yadav_4097,49,Female,Premium,29-12-2024,07-02-2026,74,1,0
4098,Navya Verma_4098,28,Female,Premium,21-01-2026,04-02-2026,75,2,1
4099,Reyansh Trivedi_4099,45,Male,Standard,27-02-2024,08-02-2026,77,4,1
4100,Nisha Ghosh_4100,37,Male,Standard,19-02-2026,20-02-2026,340,2,0
4101,Karan Chatterjee_4101,44,Female,Premium,23-07-2024,08-03-2026,379,2,0
4102,Reyansh Yadav_4102,31,Other,Basic,13-12-2024,26-02-2026,472,3,0
4103,Riya Chauhan_4103,53,Other,Standard,15-07-2024,24-02-2026,56,1,1
4104,Shaurya Chatterjee_4104,22,Other,Standard,24-11-2024,30-01-2026,434,3,0
4105,Kavya Bansal_4105,63,Female,Premium,09-10-2024,12-03-2026,185,5,1
4106,Navya Iyer_4106,68,Other,Basic,11-10-2023,08-02-2026,441,4,1
4107,Ishaan Bansal_4107,68,Other,Premium,09-02-2026,18-03-2026,337,3,0
4108,Neha Jain_4108,39,Other,Standard,05-10-2023,16-03-2026,327,3,0
4109,Pooja Pandya_4109,30,Other,Standard,19-01-2025,31-03-2026,82,5,1
4110,Anika Gupta_4110,42,Male,Premium,23-10-2024,05-02-2026,168,3,1
4111,Riya Sharma_4111,32,Female,Basic,17-01-2025,22-04-2026,248,5,1
4112,Vikas Verma_4112,49,Other,Standard,02-09-2023,31-01-2026,310,2,0
4113,Neha Das_4113,44,Other,Premium,22-12-2025,18-03-2026,235,3,1
4114,Myra Ghosh_4114,27,Male,Premium,14-12-2024,12-02-2026,259,1,0
4115,Vikas Bansal_4115,51,Other,Standard,12-10-2023,26-04-2026,279,1,1
4116,Priya Agarwal_4116,63,Male,Premium,06-08-2024,12-03-2026,270,1,1
4117,Pari Reddy_4117,68,Male,Basic,23-03-2026,20-01-2026,411,4,0
4118,Aanya Nair_4118,23,Male,Basic,08-12-2025,10-03-2026,180,5,1
4119,Karan Kumar_4119,34,Female,Premium,02-10-2024,26-01-2026,197,5,1
4120,Rohan Trivedi_4120,33,Female,Standard,09-06-2025,02-04-2026,286,3,0
4121,Rohan Kumar_4121,36,Female,Premium,15-05-2025,01-02-2026,43,4,0
4122,Neha Mehta_4122,57,Male,Premium,31-10-2023,13-02-2026,301,1,1
4123,Meera Kulkarni_4123,49,Male,Basic,12-10-2025,15-02-2026,218,4,0
4124,Krishna Ghosh_4124,62,Female,Basic,27-10-2025,10-03-2026,420,5,0
4125,Ishaan Kumar_4125,57,Female,Premium,15-08-2024,11-02-2026,339,3,1
4126,Ira Desai_4126,45,Male,Standard,05-12-2023,09-02-2026,452,5,0
4127,Rahul Bansal_4127,29,Other,Standard,23-08-2023,01-03-2026,229,2,1
4128,Sneha Pandya_4128,56,Male,Premium,13-11-2023,05-03-2026,287,3,1
4129,Nisha Naidu_4129,64,Female,Standard,10-02-2025,09-02-2026,381,4,0
4130,Rahul Yadav_4130,68,Female,Basic,16-05-2024,23-04-2026,324,4,0
4131,Rahul Singh_4131,21,Female,Basic,16-11-2023,06-04-2026,186,1,0
4132,Alok Kumar_4132,36,Female,Standard,16-01-2025,03-04-2026,58,1,0
4133,Priya Iyer_4133,31,Female,Basic,22-05-2025,29-03-2026,491,3,0
4134,Aditya Jain_4134,57,Male,Premium,13-12-2025,01-03-2026,48,2,1
4135,Shaurya Shah_4135,68,Female,Basic,07-02-2024,10-02-2026,230,2,0
4136,Meera Kumar_4136,49,Female,Premium,09-03-2026,11-02-2026,68,2,0
4137,Vihaan Nair_4137,43,Female,Premium,24-02-2025,14-02-2026,295,3,1
4138,Priya Chatterjee_4138,46,Female,Premium,09-11-2024,26-02-2026,270,2,1
4139,Neha Mehta_4139,37,Other,Basic,21-09-2024,16-02-2026,153,3,0
4140,Mahesh Iyer_4140,35,Other,Basic,24-04-2026,25-02-2026,18,3,1
4141,Vihaan Kulkarni_4141,28,Male,Standard,23-03-2026,30-03-2026,257,5,0
4142,Meera Ghosh_4142,53,Male,Basic,04-03-2024,26-04-2026,63,4,0
4143,Nisha Reddy_4143,68,Male,Premium,22-02-2024,31-01-2026,374,1,1
4144,Krishna Trivedi_4144,52,Female,Standard,22-03-2026,19-01-2026,475,3,1
4145,Aanya Ghosh_4145,40,Other,Standard,02-06-2024,22-03-2026,71,3,1
4146,Priya Naidu_4146,37,Female,Premium,01-10-2023,09-03-2026,233,5,1
4147,Myra Kulkarni_4147,51,Male,Premium,07-02-2025,16-03-2026,69,5,0
4148,Pooja Jain_4148,48,Other,Basic,17-04-2024,24-03-2026,21,3,1
4149,Anika Reddy_4149,56,Other,Basic,17-10-2024,07-04-2026,242,2,1
4150,Rahul Joshi_4150,26,Female,Standard,20-04-2024,05-04-2026,231,5,0
4151,Aadhya Mehta_4151,54,Female,Standard,09-07-2025,06-04-2026,478,5,0
4152,Suresh Kapoor_4152,20,Male,Standard,17-09-2024,02-02-2026,403,5,1
4153,Mahesh Pillai_4153,49,Male,Premium,28-10-2025,18-02-2026,429,4,1
4154,Anika Pillai_4154,44,Female,Basic,01-06-2024,10-02-2026,298,2,1
4155,Mahesh Mehta_4155,34,Male,Standard,08-07-2025,10-03-2026,58,1,0
4156,Deepak Sharma_4156,35,Female,Premium,22-09-2023,13-03-2026,363,4,1
4157,Riya Gupta_4157,42,Other,Basic,20-10-2023,22-04-2026,316,4,0
4158,Neha Iyer_4158,56,Other,Premium,09-01-2026,10-02-2026,5,1,1
4159,Saanvi Nair_4159,40,Other,Standard,03-09-2025,07-03-2026,289,4,1
4160,Ishaan Pillai_4160,28,Other,Basic,25-02-2026,19-02-2026,499,5,1
4161,Aditya Singh_4161,64,Female,Premium,23-04-2025,05-02-2026,279,2,0
4162,Neha Chauhan_4162,44,Other,Basic,02-01-2024,22-04-2026,147,2,1
4163,Pooja Ghosh_4163,56,Other,Premium,17-09-2023,17-04-2026,208,4,0
4164,Amit Shah_4164,63,Male,Standard,27-09-2023,13-04-2026,59,1,1
4165,Rahul Kumar_4165,48,Female,Basic,18-12-2023,20-01-2026,175,2,1
4166,Deepak Naidu_4166,58,Male,Premium,07-04-2026,01-04-2026,142,1,1
4167,Mahesh Menon_4167,31,Female,Standard,01-12-2025,22-02-2026,421,1,0
4168,Mahesh Pandya_4168,57,Other,Premium,02-04-2025,10-02-2026,247,3,1
4169,Sai Naidu_4169,27,Female,Premium,20-09-2023,18-01-2026,185,5,1
4170,Alok Nair_4170,34,Other,Standard,28-07-2024,10-03-2026,198,3,1
4171,Karan Naidu_4171,21,Female,Premium,08-04-2024,14-03-2026,220,3,1
4172,Riya Kulkarni_4172,57,Female,Standard,02-04-2025,31-01-2026,57,3,0
4173,Aanya Pillai_4173,35,Other,Standard,05-11-2024,22-03-2026,385,5,0
4174,Anika Chatterjee_4174,19,Male,Premium,29-07-2024,15-04-2026,89,4,1
4175,Nitin Joshi_4175,36,Other,Standard,09-12-2023,11-02-2026,39,4,1
4176,Mahesh Kulkarni_4176,34,Male,Basic,16-02-2025,07-03-2026,289,5,0
4177,Arjun Singh_4177,57,Female,Standard,21-04-2025,07-02-2026,73,4,0
4178,Rahul Pandya_4178,59,Other,Premium,04-12-2025,27-02-2026,364,2,0
4179,Alok Sharma_4179,43,Male,Standard,27-04-2025,03-02-2026,31,1,0
4180,Diya Mehta_4180,56,Other,Standard,25-09-2023,12-02-2026,311,4,1
4181,Anika Gupta_4181,30,Other,Premium,08-06-2025,16-04-2026,280,4,1
4182,Karan Agarwal_4182,28,Other,Standard,21-10-2024,04-04-2026,262,4,1
4183,Vihaan Jain_4183,21,Female,Premium,09-09-2024,25-01-2026,74,1,1
4184,Aditya Chauhan_4184,49,Male,Standard,26-06-2025,24-03-2026,155,5,1
4185,Anika Kapoor_4185,27,Other,Standard,12-03-2025,03-02-2026,103,2,1
4186,Mahesh Kapoor_4186,41,Male,Basic,31-05-2025,04-02-2026,281,4,1
4187,Meera Joshi_4187,55,Other,Standard,13-05-2025,18-02-2026,292,1,0
4188,Anaya Chatterjee_4188,66,Other,Basic,01-03-2024,18-04-2026,387,4,0
4189,Kavya Trivedi_4189,59,Other,Basic,19-09-2025,28-04-2026,479,4,1
4190,Sai Patel_4190,45,Male,Standard,23-09-2025,28-04-2026,61,5,1
4191,Rohan Trivedi_4191,20,Male,Basic,29-06-2025,22-04-2026,111,2,1
4192,Deepak Jain_4192,25,Other,Premium,02-01-2026,03-03-2026,420,4,0
4193,Nitin Kapoor_4193,61,Male,Basic,25-11-2024,13-04-2026,154,2,1
