Student_ID,Student_Name,Study_Hours,Attendance,Assignment_Score,Previous_Score,Participation,Final_Score
568,Debbie Gay,9.6,89,97,89,7,90
569,Renee Buck,4.7,62,91,74,1,63
570,Shannon Knight,9.4,95,60,83,8,82
571,Brandy French,6.9,98,64,57,10,75
572,Maurice Mcneil,8.7,81,82,93,2,78
573,Joseph Juarez,1.7,75,85,51,10,63
574,Andrea Lawson,4.1,69,87,98,3,69
575,Rachel Ortiz,4.6,57,47,92,7,60
576,John Olsen,4.8,98,61,49,9,68
577,Rachel Benitez,9.1,88,77,61,4,75
578,Daniel Scott,8.1,83,54,37,8,65
579,Robin Pope,5.2,73,54,41,3,53
580,Elizabeth Joseph,7.3,100,100,57,2,78
581,Michael Galvan,5.9,63,40,67,6,56
582,Brian Anderson,6.3,51,41,65,7,55
583,Karen Williams,5.6,76,80,69,5,69
584,Jordan Bender,1.3,53,72,46,3,46
585,Russell Mann,1.7,96,74,76,9,70
586,John Griffin,9.0,58,41,77,5,63
587,Peggy Green,1.9,81,60,69,6,58
588,Brittany Duncan,8.5,97,85,39,6,76
589,Elizabeth Rodriguez,5.5,90,71,100,4,75
590,Susan Hood,2.5,92,65,35,2,53
591,Deborah Hicks,9.6,74,77,62,2,71
592,Natalie Hopkins,4.7,53,92,42,2,56
593,Robert Anthony,6.6,84,77,92,2,73
594,Anthony Thomas,2.2,92,87,99,4,72
595,Candace Ortiz,7.5,88,87,84,6,81
596,Paul Rich,3.2,55,93,45,5,57
597,William Soto,2.6,54,80,91,3,59
598,Lauren Jones,8.5,84,66,91,4,76
599,Keith Stanton,2.4,58,97,41,4,55
600,Mr. Joshua Coleman MD,7.6,61,60,54,6,62
601,Katie Black,8.7,60,89,70,6,74
602,Raymond Collins,6.1,87,99,48,7,75
603,Melinda Simon,4.1,82,92,66,6,70
604,Albert Bowman,1.3,52,91,75,3,56
605,Brian Ward,3.5,95,99,41,5,68
606,Steven Martinez,4.3,81,99,66,1,67
607,Karen Charles,4.8,58,81,73,10,68
608,Holly Perkins,6.7,88,88,75,6,78
609,Jonathan Randall,3.7,61,49,45,9,52
610,Courtney Rocha,2.6,64,48,56,1,45
611,Jessica Boyer,8.1,69,56,76,6,68
612,Craig Romero,9.5,56,52,63,7,65
613,Christopher Larson,1.2,54,92,60,10,60
614,Savannah Edwards,9.6,76,61,72,2,69
615,Timothy Moore,3.8,94,67,83,4,68
616,Jason Diaz,7.0,61,72,65,4,64
617,Joseph Smith,3.0,78,47,58,4,52
618,Stacey Valentine DVM,4.0,55,65,36,7,52
619,Deborah Miller,8.6,59,47,82,3,63
620,Emily Lucero,6.4,98,45,90,3,69
621,Julie Webb,6.4,83,66,94,2,70
622,Marcus Evans,3.5,59,66,70,3,55
623,Pamela Bradley,5.6,94,55,37,10,65
624,Steven Thompson,6.6,90,47,40,4,59
625,Isabella Hunt,9.3,99,98,77,1,84
626,Theresa Walker,9.5,92,86,50,3,76
627,Wendy Harris,6.6,64,69,64,8,67
628,Amanda Curry,4.8,54,77,66,10,65
629,Teresa James,8.7,86,83,74,6,80
630,Tamara Reid,8.7,66,49,54,1,57
631,Lindsay Leon,9.9,52,58,55,1,59
632,Timothy David,7.3,83,71,44,3,64
633,Jacqueline Thomas,6.4,72,72,35,7,62
634,Maurice Ramirez,2.3,89,79,39,4,58
635,Lisa Lucas,10.0,95,57,78,9,82
636,Peter Griffin,6.4,99,47,65,1,63
637,Stephanie Leon,3.1,90,61,58,10,65
638,Tyler Lee,1.4,66,58,45,1,43
639,Natalie Watts,3.5,51,49,81,7,55
640,Linda Jacobson,8.4,90,83,74,1,75
641,Lisa Shepherd,9.2,59,40,80,8,67
642,Oscar Barnes,4.3,52,98,74,5,65
643,Brent Gates,2.7,69,57,83,7,60
644,Caitlin Roman,2.5,70,97,82,5,68
645,Jordan Allen,6.3,84,45,100,10,74
646,Donna Simmons,7.1,64,91,70,7,73
647,Richard Olsen,6.0,57,76,54,5,61
648,Jason Ball,5.3,94,66,62,7,70
649,William Dunn,9.7,65,44,90,9,73
650,Mr. James Montgomery,4.6,62,42,42,9,52
651,Michael King,5.2,86,95,98,5,80
652,Mark Joseph,7.5,62,60,72,7,66
653,Jennifer Ramirez,4.7,66,96,57,3,64
654,Jamie Rodriguez,2.0,98,53,95,7,67
655,Anthony Davis,2.4,78,86,47,3,58
656,Edwin Farrell,6.5,83,72,53,10,72
657,Amanda Washington,9.0,97,72,94,1,80
658,Hunter Patterson,5.4,87,50,70,10,69
659,Thomas Jackson,5.3,96,100,43,7,75
660,Curtis Chavez,8.4,62,54,42,5,59
661,James Allen,5.1,88,40,74,4,61
662,Stacey Meyers,9.6,57,75,39,9,69
663,Jeffery Howell,5.3,64,78,53,5,61
664,Jessica Andrade,2.4,91,83,50,5,63
665,Eric Smith,8.9,98,52,83,1,72
666,William Moore,4.6,93,41,58,6,60
667,Michele Sanchez,5.9,68,93,87,9,78
668,Kyle Scott,6.8,100,91,59,6,79
669,Steven Lee,3.8,67,87,37,9,62
670,Willie Pierce,1.2,66,46,51,1,41
671,Colleen Ramos,5.1,63,96,60,3,64
672,Cory James,8.5,65,69,74,8,73
673,John Rodgers,9.7,78,82,60,3,74
674,Laura Stephens,2.8,78,44,38,4,47
675,Jermaine Alvarez,2.4,76,81,78,5,64
676,William Barker,5.4,57,44,66,6,55
677,Wesley Martin,7.6,53,63,45,9,62
678,Stacy Jordan,2.9,66,100,79,10,73
679,Shannon Graham,9.7,89,89,67,4,81
680,Jacqueline Brown,6.1,72,47,37,7,56
681,Sandra Rodriguez,5.4,57,58,72,8,61
682,David Mcfarland,3.5,70,91,40,1,56
683,Alexa Barnes,4.2,57,71,87,5,62
684,Trevor Chapman,5.5,65,40,55,3,51
685,Joseph Schaefer PhD,3.4,70,85,65,2,60
686,Robert Gomez,9.9,90,73,41,4,72
687,Mike Miller,4.8,74,74,38,6,60
688,Amanda Schultz,3.7,82,67,58,8,64
689,Jennifer Alexander,9.4,62,60,75,1,65
690,Melissa Frey,1.2,78,77,82,5,62
691,Darren Smith,5.8,78,67,80,5,68
692,Kelli Yates,1.4,53,77,62,9,56
693,Gloria Ortiz,3.1,54,81,44,4,52
694,Alexander Hernandez,2.9,94,57,39,1,52
695,Larry Miller,6.7,61,55,99,2,64
696,Joann Joyce,2.3,86,45,66,3,53
697,Shaun Stewart,8.1,78,69,39,6,66
698,David Ray,3.7,70,43,75,3,53
699,Matthew Young,4.1,82,48,71,5,59
700,Michelle Patterson,5.5,66,100,77,2,69
701,Rebecca Jackson,9.7,82,79,36,1,67
702,Jenny Zimmerman,3.2,96,59,62,5,62
703,Katrina Vance,7.9,95,52,83,7,76
704,Jaime Adams,3.8,96,93,93,5,78
705,Lori Jones,7.6,64,50,39,1,52
706,Rhonda Michael,3.5,73,41,58,1,48
707,Miguel Jones II,3.7,79,93,97,3,72
708,Jeanette Wallace,3.1,51,79,82,6,61
709,Sarah Oneal,2.7,72,72,76,5,61
710,Kimberly Swanson,9.2,51,45,89,5,65
711,Rebecca Miller,1.8,86,86,58,1,59
712,Destiny Branch,1.1,68,60,41,9,51
713,Donna Martinez,2.8,52,48,90,3,51
714,Richard Evans,3.2,68,90,85,3,65
715,Andrew Phelps,4.0,98,52,79,7,68
716,Raymond Harper,3.7,100,71,96,7,76
717,Jennifer Williams,1.5,69,79,75,2,57
718,Tyler Miller,7.7,95,56,100,7,80
719,Roger Moore,8.6,62,52,60,10,67
720,Danielle Nguyen,6.7,69,84,57,4,67
721,Terri George,5.4,62,95,54,9,69
722,Michael Butler,9.5,80,58,37,4,64
723,Megan Schwartz,8.8,50,92,90,2,73
724,Vanessa Williamson,3.5,76,76,71,7,66
725,Patrick Moody,8.0,66,42,71,5,62
726,Angela Hill,5.9,81,55,57,9,66
727,Ronald Reyes,6.1,74,49,54,8,61
728,Richard Smith,3.2,89,64,66,10,67
729,Rachel Kennedy,4.0,68,63,38,4,52
730,Kristin Walker,8.1,70,84,54,7,72
731,Jeremy Simpson,7.2,85,61,52,4,65
732,Adrienne Williams,3.4,50,66,67,8,57
733,Pedro Meyer,1.3,86,47,45,9,53
734,Jerry Lara MD,9.8,93,81,77,6,84
735,Kristen Fisher,7.2,56,71,77,3,64
736,Ian Hoffman,2.5,100,84,46,5,65
737,Kimberly Wong,7.4,89,47,63,6,67
738,Gregory Salazar,4.7,66,55,85,6,62
739,Sarah Mccarthy,6.3,52,93,45,7,64
740,David Carter,7.3,92,67,50,9,73
741,Caroline Burns,1.7,77,99,53,5,63
742,Kenneth Andrews,3.7,95,43,65,3,57
743,Matthew Taylor,1.8,58,50,37,4,42
744,Amy West,9.3,96,90,47,5,79
745,Alicia Cervantes,7.4,97,73,37,8,72
746,Courtney Reynolds,5.8,94,74,62,5,71
747,Amy Johnson,1.1,51,69,46,6,47
748,Joshua Rodriguez,2.2,81,93,83,8,72
749,James Thompson,6.9,86,61,81,10,76
750,Maria Cantrell,1.6,88,76,84,4,65
751,Todd White,3.9,60,81,98,7,69
752,Jeffrey Miller,1.7,81,47,79,1,52
753,Jessica Hall,5.6,81,71,72,2,65
754,Curtis Adams,8.0,83,64,65,8,73
755,James Smith,4.3,51,55,71,1,50
756,Ross Smith,9.0,64,68,97,9,79
757,David Leon,5.7,55,50,57,9,58
758,Mary Marshall,9.4,61,96,64,10,80
759,Brandy Reynolds,4.3,59,99,37,7,62
760,Sandra Moreno,4.3,60,48,42,10,54
761,Cassandra Robinson,8.9,66,100,92,7,84
762,Taylor Herman,6.1,57,60,56,9,61
763,Darlene Barrera,9.7,56,97,93,6,82
764,Charles Gonzales,5.4,82,90,92,9,81
765,Jacqueline King,1.6,69,95,51,5,59
766,Elizabeth Andrews,9.8,82,53,57,5,69
767,Linda Ramirez,7.3,96,65,69,2,70
768,Roberto Chambers,5.9,89,44,89,1,63
769,Jessica Brown,3.3,93,60,70,3,61
770,Nicholas Mcdowell,2.5,59,70,57,4,52
771,Ashley Juarez,7.7,93,72,35,9,72
772,Dominique Ashley,2.7,69,54,78,8,59
773,Eric Hester MD,4.1,63,93,71,5,66
774,April Baker MD,5.8,96,50,66,8,69
775,Dr. Betty Payne,5.6,64,99,95,5,75
776,Elizabeth Nichols,6.6,77,66,89,1,67
777,Mary Woods,8.9,92,43,67,7,71
778,Lindsay Travis,9.0,58,43,75,5,63
779,Mary Lane,4.5,70,58,90,4,63
780,Bruce Smith,9.6,91,80,91,5,85
781,Holly Morris,3.1,65,98,100,2,68
782,Christopher Martinez,9.6,63,78,56,7,72
783,Sharon Reyes,7.7,77,42,49,2,56
784,Timothy Mcdaniel,6.4,65,80,90,9,76
785,Gina Fisher,3.4,78,45,58,6,55
786,Samantha Ramirez,4.2,88,59,63,4,61
787,Amber Martinez,8.9,80,42,50,10,68
788,Shane Holmes,7.5,60,96,90,2,74
789,Mark Clay,3.3,77,66,58,5,58
790,Samuel Hall,3.8,56,77,90,8,66
791,Hannah Jackson,7.3,88,89,90,7,83
792,Margaret Dominguez,6.8,79,57,49,6,63
793,Rachel Nelson,9.9,82,85,59,1,74
794,Edwin Brewer,6.1,97,93,84,7,83
795,Alison Young,1.5,54,83,67,3,53
796,Jason Barber,1.3,70,54,92,7,59
797,Neil Hess,4.5,53,82,72,9,66
798,Kelly Berry,6.9,62,75,97,8,75
799,Christina Miller,2.4,59,51,36,6,45
800,Jennifer Garcia,1.3,95,71,94,5,67
801,Dakota Perez,3.9,86,51,75,2,59
802,Steven Jones,6.6,67,63,85,9,71
803,Eric Odom,3.4,80,77,70,6,66
804,Joseph Lucero,4.7,55,64,44,5,52
805,Margaret Peterson,2.6,90,47,99,6,65
806,Luke Trevino,6.6,65,87,88,2,70
807,Carmen Quinn,5.9,73,80,63,5,67
808,Samantha Avila,8.7,51,92,61,1,66
809,David Davis,5.0,70,57,46,3,53
810,Jose Jackson,9.5,73,96,65,6,80
811,Tracy Franklin,7.3,99,88,36,3,71
812,Dawn Jacobson,5.5,67,50,76,2,57
813,Elizabeth Moreno,6.4,64,62,97,6,69
814,Jasmine Lopez,1.5,81,62,35,6,51
815,Sabrina Johnson,5.4,81,51,87,3,64
816,Charles Hernandez,7.6,60,98,95,8,81
817,Jim Rivera,9.2,100,56,37,9,73
818,Bailey Hill,3.3,99,55,43,9,62
819,Curtis Barron,9.4,55,58,60,7,66
820,Erica Edwards,2.4,77,44,68,2,50
821,Emily Bowers,6.7,55,66,58,7,62
822,John Chen,5.9,85,58,36,10,64
823,Joshua Robertson,4.4,82,52,99,1,63
824,Ronald Carson,2.8,89,40,49,1,48
825,Jason Nelson,4.3,50,89,99,7,70
826,Phyllis Weaver,4.3,91,89,53,4,68
827,Chad Poole,8.2,84,60,61,6,70
828,Anthony Delacruz,2.8,76,93,73,1,63
829,Heather Hernandez,2.9,87,61,78,8,66
830,Katherine Thompson,1.9,80,55,45,7,53
831,David Potts,4.5,69,53,96,6,64
832,Shannon Davis,8.8,50,53,78,5,63
833,David Baker,8.1,69,40,80,2,61
834,Charles Gutierrez,8.0,76,41,96,1,65
835,Maxwell Camacho,9.9,78,50,48,7,68
836,Cody Thompson,1.8,71,56,100,1,56
837,Brittany Sanders,9.9,64,59,100,2,72
838,Mr. Charles Yu,8.6,50,49,77,2,59
839,Claudia Harris,1.6,85,97,52,4,63
840,Dean Johnson,8.1,66,79,87,7,76
841,Sarah Harris,2.1,51,88,83,10,65
842,Christopher Wallace,3.3,67,74,64,4,58
843,Jason Cook,2.2,96,95,63,10,74
844,Max Duncan,9.5,53,93,96,6,80
845,Christine Reyes,8.2,98,61,38,9,72
846,Dana Wright,6.2,96,66,89,3,73
847,Lisa Davis,1.4,58,74,60,9,56
848,Mark Pace,6.4,61,90,59,7,69
849,Kevin Chang,5.0,94,81,77,9,78
850,Tammy Garcia,5.5,96,94,64,7,78
851,Allen Huerta,2.0,72,92,51,7,62
852,Danielle Morgan,7.8,69,85,50,10,74
853,Patrick Ali,7.9,56,57,70,9,67
854,Mary Brooks,6.4,88,82,75,10,80
855,John Henson,1.2,99,46,96,8,65
856,Dr. Stephanie Griffith,1.9,75,85,91,2,64
857,Charlotte Wilson,1.4,78,55,57,2,49
858,Randall Anderson,6.7,91,58,92,7,76
859,Keith Beck,9.1,73,99,43,8,77
860,Toni Vang,7.6,82,49,86,4,69
861,Paul Wallace,5.5,74,40,67,9,61
862,Theodore Dunn,6.5,62,45,79,9,64
863,Eric Valdez,8.9,54,51,64,5,61
864,Tamara Davis,5.0,62,85,77,3,65
865,Vanessa Bryan,5.0,65,85,46,5,61
866,Erin Clarke,4.3,96,62,71,2,64
867,Elizabeth Silva,8.1,52,85,70,3,67
868,Amanda Wilkinson,9.2,56,41,81,5,63
869,Justin Shaw,8.1,95,66,75,6,77
870,Ms. Gina Winters,7.9,68,75,94,2,72
871,Christopher Herring,5.7,79,99,75,10,80
872,Elizabeth Hernandez,10.0,69,65,47,1,63
873,Eric Neal,2.6,77,76,36,4,54
874,Catherine Murphy,2.5,74,85,63,1,58
875,Chad Chandler,7.5,92,62,79,5,74
876,Loretta Steele,3.9,93,42,64,7,61
877,Randy Allen,9.4,77,100,93,7,88
878,Melanie Grant,6.6,55,57,70,4,59
879,Derrick Hawkins,5.5,79,97,98,2,76
880,Diana Wilkins,7.5,65,51,36,9,60
881,David Ellis,6.2,61,84,53,9,68
882,Emily Miles,3.3,87,48,65,6,59
883,Austin Coleman,7.9,96,84,74,9,84
884,Kenneth Valentine,2.2,67,56,88,4,56
885,Kimberly Cox,8.8,73,60,57,9,71
886,Matthew Singh,5.4,85,74,80,10,76
887,Timothy Ramsey,1.5,78,72,56,3,54
888,Veronica Harper,6.7,71,67,44,10,66
889,Joseph Harper,2.7,91,57,39,5,55
890,Elizabeth Singh,4.3,85,71,53,1,59
891,Dr. Erin Miller,4.5,60,53,77,4,56
892,Karen Gordon,1.1,64,83,45,4,51
893,Tammie Johnston,3.9,76,60,43,8,58
894,Tina Fernandez,3.4,70,79,69,10,67
895,Jeffrey Wolf,8.0,92,99,63,8,84
896,Jocelyn Schultz,9.1,81,88,88,3,81
897,Sandra Cohen,6.8,78,76,66,6,71
898,Dalton Lozano,6.8,73,97,63,1,69
899,Kristin Greene,4.0,70,42,58,3,50
900,Randy Zavala,2.4,72,48,74,8,57
901,Christopher Moore,7.3,70,57,35,7,60
902,Karen Hayes,9.4,92,48,61,9,75
903,Michael Morris,7.9,73,64,38,4,61
904,Rachel Lopez,4.3,93,42,38,2,51
905,David Martinez,5.7,98,94,37,10,76
906,Ashley Nguyen,9.3,70,62,73,8,74
907,Ricky Spencer,5.7,85,42,40,3,54
908,Ana Thompson,2.3,99,48,66,1,55
909,Andrea Wallace,2.6,88,73,57,6,62
910,Kevin Hill,8.3,76,56,68,9,72
911,Melissa Drake,2.1,66,86,80,3,61
912,Kimberly Davis,4.6,100,67,41,10,69
913,Matthew Williams,1.6,96,97,70,9,74
914,Eric Mason,7.3,69,85,66,9,75
915,Mary Russell,7.6,90,91,79,6,82
916,Charles Ramirez,2.2,69,46,81,4,53
917,Angela Lee,1.2,99,68,100,6,70
918,Jonathan Gonzalez,5.0,60,43,60,10,57
919,Steve Brooks,9.8,79,100,48,8,81
920,Patrick Mcdowell,8.9,87,82,85,9,86
921,Wanda Washington,5.1,73,49,92,3,62
922,Jo Hopkins,8.3,74,71,37,5,65
923,Kristen Chandler,7.3,96,88,82,5,82
924,Shirley Smith,3.3,86,54,97,2,63
925,Robert Smith,9.3,63,62,76,10,75
926,Erika Mccarthy,6.1,61,68,39,7,59
927,Albert Burnett,4.8,87,96,82,7,78
928,Brenda Leach,8.2,91,47,55,6,67
929,Tiffany Hernandez,2.9,50,83,97,4,62
930,Jessica Byrd,9.2,61,57,85,1,65
931,Kristen Bowers,9.1,79,87,41,1,68
932,Brooke Snyder,4.9,86,90,97,9,82
933,Jeffrey Chapman,8.2,64,42,44,3,54
934,Erik Patterson,2.0,58,78,45,5,52
935,Evan Jones,7.3,76,67,78,9,74
936,Robert Warren,4.5,98,63,59,8,69
937,Jesse Martin,5.2,71,45,35,5,51
938,Matthew Graham,8.0,51,61,52,2,56
939,Lisa Jones,7.9,91,75,66,9,79
940,Matthew Powell,6.3,94,100,59,7,79
941,Zachary Harris,8.8,83,94,45,3,73
942,Terri Whitehead,6.5,93,40,73,2,62
943,Alexis Johnson MD,7.8,70,82,39,3,64
944,Mike Leblanc,6.1,52,83,40,4,57
945,Christopher Lucas,1.6,76,59,59,2,50
946,Toni Moore,3.1,77,70,58,2,56
947,Mary Marshall,1.4,51,59,89,9,57
948,Kimberly Brown,7.5,52,47,62,10,62
949,Ricky Horton,8.1,63,59,49,3,59
950,Ashley Perez,7.8,50,57,53,9,61
951,Natasha Jones,7.6,97,44,49,10,70
952,Alexandra Wilson,8.2,67,65,76,6,70
953,Aaron Richardson,8.8,99,90,70,5,83
954,Lori Wallace,3.9,90,67,83,10,73
955,Julia Simon,4.4,82,67,71,5,65
956,James King,6.6,93,53,52,5,65
957,Joseph Brown,1.8,90,89,72,8,70
958,Tracy Bishop,7.8,96,65,89,6,79
959,James Maynard,6.3,58,71,68,2,60
960,Jennifer Garcia,2.3,57,83,79,2,57
961,Michael Griffin,3.9,88,45,40,7,56
962,Vickie Murphy MD,7.4,90,60,65,5,70
963,Dana Porter,4.5,83,53,49,2,54
964,Darin Flynn,9.2,89,73,83,10,85
965,Kara Bowman,4.1,78,56,80,6,63
966,Colleen Reese,4.4,91,73,99,3,72
967,Bethany Flores,1.7,92,60,94,10,70
968,Brenda King,7.0,53,94,99,9,79
969,Rachel Elliott,3.2,68,99,75,5,68
970,Kimberly Brady,7.1,85,99,44,5,74
971,Elizabeth Hale,1.9,77,60,93,3,59
972,Monica Cook,4.6,59,46,92,4,57
973,Loretta Cruz,2.9,51,66,44,8,51
974,Manuel Perry,8.0,63,69,42,7,64
975,Erica Pena,7.6,93,67,94,1,75
976,Mrs. Alexandra Hall,6.2,82,61,82,8,72
977,Lauren Mcbride,4.7,98,61,54,1,60
978,Brett Soto,4.9,56,49,65,9,58
979,Joseph Conner,1.5,55,93,91,1,59
980,Ethan Coleman,2.6,70,88,46,8,61
981,Jason Miller,1.1,57,60,70,4,49
982,Cindy Gonzalez,3.7,83,87,54,5,65
983,Christopher Thomas,10.0,87,76,83,4,81
984,Ronald Stewart,3.1,87,68,100,8,72
985,Martha Scott,7.8,80,83,91,5,79
986,Joshua Rhodes,4.6,63,87,75,9,70
987,Alexis Salinas,8.7,71,96,74,7,80
988,Samuel Marshall,9.7,83,41,43,3,62
989,Tiffany Wilson,2.3,98,61,60,9,65
990,Darren Hampton,6.1,80,96,65,7,76
991,Linda Adams,7.0,91,69,47,4,67
992,Heather Nelson,3.4,84,46,56,9,59
993,Anthony Mahoney,5.7,92,82,88,2,74
994,Ruth Russell,8.8,95,45,88,2,72
995,Paula Roth,6.3,59,69,81,3,63
996,Alicia Cox,3.6,58,82,90,2,62
997,Brent Cohen,9.0,68,63,35,10,67
998,Tiffany Davis,9.8,80,78,69,5,77
999,Robert Johnston,3.4,61,93,51,10,65
1000,Thomas Ayala,6.9,86,56,55,5,65
1001,David Lewis,2.8,57,60,36,5,47
1002,Donna Guerrero,1.5,53,87,95,10,67
1003,Joshua Buck,8.7,60,76,85,1,69
1004,Kimberly Jacobs,8.0,62,80,77,4,70
1005,Marissa Finley,4.6,96,57,60,10,69
1006,Rachel Bowers,4.4,95,41,90,7,67
1007,Tracey Morrison,8.5,59,40,67,8,63
1008,Jonathan Jones,9.2,80,84,67,9,81
1009,Gabrielle Edwards,8.3,68,74,72,3,69
1010,Tammy Howard,6.6,55,52,47,7,56
1011,Christina Phillips,3.7,90,62,89,9,72
1012,Kevin Conway,2.6,86,45,59,1,50
1013,Tyler Mathis,9.6,55,96,66,9,79
1014,April Rodriguez,2.6,55,71,52,2,49
1015,Caitlin Meyer,6.5,89,60,51,5,65
1016,Dustin Murillo,2.4,70,46,47,5,48
1017,Edward Kaufman,8.9,93,97,90,6,89
1018,Lauren Fernandez,3.5,80,85,67,10,71
1019,Curtis Gordon,8.5,70,72,95,7,78
1020,Maureen Murphy,8.9,98,40,77,6,73
1021,Michelle Armstrong,2.3,89,42,39,2,47
1022,Sarah Underwood,5.5,64,44,58,1,50
1023,Cassandra Johnson,1.9,90,75,84,2,63
1024,Jay Mcfarland,4.1,95,84,74,5,72
1025,John Knight,9.9,88,61,50,3,70
1026,Kayla Watson,5.4,71,64,46,4,57
1027,Claudia Lopez,2.8,80,54,71,2,55
1028,Chelsea Duran,2.4,74,55,90,5,60
1029,Tracey Clayton,3.6,94,51,58,6,61
1030,Nicholas Nguyen,7.9,89,49,89,10,78
1031,Gregory Bartlett,9.8,77,76,75,10,82
1032,Angela Reyes,2.7,96,74,88,9,74
1033,Alexandra Walker,3.8,50,95,85,4,64
1034,Laurie Huffman,9.7,68,58,63,1,64
1035,Diana Gonzalez,6.2,95,79,69,8,77
1036,Joel Reed,2.0,57,75,94,4,59
1037,Scott Moore,7.4,67,83,52,10,72
1038,Elizabeth Johnson,6.9,99,68,69,9,78
1039,Vincent Luna,7.5,88,40,74,6,67
1040,Rose Mitchell,3.2,58,40,98,6,56
1041,Lisa Rogers,10.0,56,95,41,10,75
1042,Nathan Richardson,3.7,84,78,65,3,63
1043,Andrew Hampton,3.0,54,49,61,9,52
1044,Eric Patrick,9.6,81,60,49,9,73
1045,Jamie Johnson PhD,8.7,50,55,70,3,60
1046,Ann Gonzalez,8.5,68,52,77,10,72
1047,Paul Good,3.0,98,99,35,8,70
1048,Matthew Turner,3.1,52,40,69,10,53
1049,Brandy Macias,6.3,65,68,92,8,72
1050,Colleen Green,3.4,55,85,96,6,67
1051,Nicholas Williams,9.8,89,47,89,6,77
1052,Christina Mejia,6.9,78,85,49,2,66
1053,Laurie Rivera,4.4,66,99,97,3,72
1054,Christina Watson,6.2,84,93,43,9,74
1055,Jacqueline Myers,3.6,53,86,97,9,70
1056,Mary Rhodes,1.4,79,40,72,5,51
1057,Stephanie Boyd,8.5,90,99,96,5,88
1058,Madeline Hendricks DVM,5.2,83,65,72,8,69
1059,Francisco Sullivan,6.3,73,75,55,5,65
1060,Tiffany Stevenson,1.5,50,75,36,5,46
1061,Samantha Glover,2.3,66,45,95,8,59
1062,Linda Lynch,6.8,60,94,52,7,69
1063,Daniel Johnson,3.2,61,49,97,2,55
1064,David Kennedy,7.0,90,47,95,2,69
1065,Kimberly Wilson,9.2,92,61,50,8,74
1066,Pamela Myers,2.5,93,65,80,6,66
1067,Sheila Fisher,3.4,58,43,43,2,42
1068,James Brock,3.8,56,41,60,8,51
1069,Andrew Hoffman,1.7,79,47,77,3,53
1070,Pamela Neal,5.9,78,68,90,2,68
1071,Timothy Howard,8.0,87,96,52,9,81
1072,Mark Higgins,8.2,94,58,48,4,68
1073,Nicole Li,2.1,57,65,85,1,52
1074,Erin Smith,5.1,85,95,38,9,71
1075,Linda Bullock,2.8,64,54,67,5,53
1076,Carol Ewing,1.2,94,86,52,3,60
1077,Michael Mcdowell,1.1,75,98,48,6,61
1078,Jacob Larsen,6.8,87,52,36,9,64
1079,Ryan Parker,8.7,86,96,38,9,79
1080,Samuel Stephenson,6.1,84,54,97,2,68
1081,Heather Chapman,4.6,76,67,65,4,61
1082,Steve Smith,9.4,83,74,64,9,79
1083,Angie Richmond,1.7,52,85,41,7,52
1084,Jeremy Miller,5.4,93,77,99,10,83
1085,Linda Howard,1.9,55,77,99,7,63
1086,Leslie Christensen,8.5,99,92,67,7,85
1087,Jim Harris,7.5,68,83,64,6,71
1088,Brittney Fleming,6.4,67,93,48,5,67
1089,Stephanie Elliott,8.7,80,42,82,10,74
1090,Nicholas Sanders,6.4,60,48,81,8,64
1091,Trevor Nguyen,1.1,61,89,73,10,64
1092,Nathan Thompson,5.8,50,91,50,3,59
1093,Lindsay Flowers,3.4,75,99,90,5,73
1094,Brittany Mills,9.5,92,84,61,4,79
1095,Garrett Chan,9.8,78,65,35,10,72
1096,Sandra Walker,9.5,80,55,95,9,80
1097,Steve Martinez,2.1,90,87,63,2,63
1098,Christopher Turner,6.4,50,58,37,8,55
1099,Paul Davis,2.3,83,96,88,3,69
1100,Hailey Joseph,8.2,55,83,97,8,78
1101,Gabrielle Franklin,3.1,64,60,54,8,56
1102,Ruth Myers,5.4,69,69,68,3,61
1103,Nicole Young,2.7,98,56,76,5,64
1104,Claire Taylor,5.2,94,90,100,7,83
1105,Matthew Garner,4.9,90,65,90,2,68
1106,Craig Lane,9.0,67,93,62,5,75
1107,Pamela Fleming,3.0,91,43,81,9,64
1108,Rita Miller,4.0,70,78,41,7,60
1109,Megan Wilson,9.6,55,99,69,4,75
1110,Matthew Richardson,4.9,78,43,37,6,53
1111,Kevin Page,5.0,86,76,71,10,74
1112,John Cortez,4.8,75,68,86,10,72
1113,Tonya Solomon,8.8,77,91,58,9,80
1114,John Roberts,1.3,52,44,43,10,45
1115,Diana Rivera,2.7,96,40,94,8,66
1116,Shane Kelley,3.3,50,51,40,9,48
1117,Kathy Allen,5.4,55,74,79,10,68
1118,Alexandra Larsen,7.0,67,74,71,8,71
1119,Zachary Mora,4.9,73,48,47,1,50
1120,Dr. Kendra Davis,6.6,89,87,59,1,70
1121,Angela Jones,6.5,100,81,47,2,69
1122,Cory Barker,5.9,76,84,59,2,65
1123,Michael Randall,7.4,53,99,90,1,71
1124,Shannon Little,8.8,79,90,55,2,72
1125,Kathleen Anderson,6.7,88,99,46,7,76
1126,Brian Conway,6.2,82,58,72,8,69
1127,Jamie Bishop,7.0,69,50,65,3,59
1128,Cynthia Silva,4.1,59,53,39,2,46
1129,Joel Bond,3.4,94,70,79,8,71
1130,Wayne Spence,5.2,86,93,65,2,70
1131,Joseph Fuller,7.9,78,57,86,2,68
